name,cpu,ram,gpu,storage,screen_size,screen_resolution,screen_tech,battery,os,color,price,rating,review_text
Laptop Lenovo IdeaPad Slim 3 15ABR8 82XM00MDVN,"AMD Ryzen 5 5625U (6 lõi / 12 luồng, 2.3 / 4.3GHz, 3MB L2 / 16MB L3)",Onboard (Không nâng cấp),AMD Radeon Graphics,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Một ổ đĩa, tối đa 1TB M.2 2242 SSD)",15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 300nits
Màn hình chống chói",47Wh (Đầu tròn 65W (3 chân)),"Windows 11 Home Single Language, English",Xám,12.490.000₫,,
Laptop Lenovo LOQ 15IAX9 83GS001RVN,"Intel Core i5-12450HX (8 lõi (4P + 4E) / 12 luồng, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB)",2 khe DDR5 SO-DIMM (Nâng cấp tối đa 32 GB),"NVIDIA GeForce RTX 3050 6GB GDDR6, Boost Clock 1732MHz, TGP 95W",512 GB SSD M.2 2242 PCIe 4.0x4 NVMe (1 khe SSD M.2 trống nâng cấp tối đa đến 1TB),15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 300 nits
Màn hình chống chói
Độ phủ màu 100% sRGB
G-SYNC",60Wh,Windows 11 Home Single Language,Xám,20.490.000₫,4.9 sao/ (35 đánh giá),"Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | Laptop này còn ở cửa hàng Cao Lãnh không ạ || Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | Sản phẩm sắp về chưa shop || Thời lượng pin Đủ dùng | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | Nếu cần 1 con máy chơi game tầm giá 20 triệu thì máy này rất tốt, pin thì nếu xài các tác vụ văn phòng sẽ chịu được 3 tiếng, còn xem phim thì tầm 1 tiếng rưỡi- 2 tiếng. Hiển nhiên là máy gaming thì lúc nào cũng nên cắm sạc để có hiệu năng tốt nhất || Thời lượng pin Đủ dùng | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | Ok dùng 1 thời gian xem ổn k || Thời lượng pin Đủ dùng | Hiệu năng Đủ dùng | Chất lượng hiển thị của màn hình Rực rỡ, sắc nét | oke đủ tốt đủ dùng như miêu tả"
Laptop Lenovo IdeaPad Slim 5 OLED 14AKP10 83HX001KVN,"AMD Ryzen AI 5 340 (6 lõi / 12 luồng, 2.0 / 4.8GHz, 6MB L2 / 16MB L3)","2 khe (2 x 12GB SO-DIMM DDR5-4800, tối đa 24GB)",AMD Radeon 840M Graphics,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD • M.2 2242 SSD lên đến 1TB)",14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 400nits Glossy
Độ phủ màu 100% DCI-P3
DisplayHDR True Black 500",60Wh (65W USB-C Slim (Wall-mount)),"Windows 11 Home Single Language, English",Xám,21.990.000₫,5 sao/ (1 đánh giá),"Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | sản phẩm tốt, nhân viên nhiệt tình"
Laptop Lenovo IdeaPad Slim 5 14Q8X9 83HL005AVN,"Snapdragon X X1-26-100, 8 lõi, Max Turbo up to 3.0GHz, 30MB",Onboard không nâng cấp,Qualcomm Adreno,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Một ổ đĩa, tối đa 1TB M.2 2242 SSD)",14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 400nits
Độ phủ màu 100% DCI-P3","57Wh, 65W USB-C Slim (Wall-mount)","Windows 11 Home Single Language (on ARM), English / Office Trial",Xám,19.490.000₫,,
Laptop Lenovo ThinkPad E14 Gen 7 21T90025VN,"Intel Core 7 240H, 10 lõi (6P + 4E) / 16 luồng, P-core 2.5 / 5.2GHz, E-core 1.8 / 4.0GHz, 24MB","2 khe (1 x 16GB, tối đa 64GB DDR5-5600)",Intel Graphics,"512GB SSD M.2, hỗ trợ 2 khe (2242 & 2280) PCIe 4.0x4)",14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 45% NTSC","48Wh, 65W USB-C (3-pin)","Windows 11 Home Single Language, English (US) / English (UK)",Đen,24.990.000₫,,
Laptop Lenovo ThinkBook 14 G8 IRL 21SG007RVN,"Intel Core 5 210H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.2 / 4.8GHz, E-core 1.6 / 3.6GHz, 12MB","2 khe (1 x 16GB, nâng cấp tối đa 64GB DDR5-5600)",Intel Graphics,"1TB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x SSD M.2 • SSD M.2 2280, mỗi ổ có dung lượng tối đa 2TB)",14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits
Độ phủ màu 45% NTSC
Màn hình chống chói","45Wh, 65W USB-C (3-pin)","Windows 11 Home Single Language, English (US) / English (UK) + Bản dùng thử Office + Gói cơ bản Absolute Home & Office 1 năm",Xám,20.990.000₫,,
Laptop Lenovo IdeaPad Slim 3 15ARP10 83K700EPVN,"AMD Ryzen 5 7535HS (6 lõi / 12 luồng, 3.3 / 4.55GHz, 3MB L2 / 16MB L3)","2 khe (8GB Onboard + 8GB SODIMM, tối đa 24GB (8GB Onboard + 16GB SODIMM))",AMD Radeon 660M Graphics,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, up to 1TB)",15.3 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 45% NTSC","50Wh, 65W Round Tip (3-pin)","Windows 11 Home Single Language, English",Xám,15.690.000₫,5 sao/ (1 đánh giá),khi nào về hàng vậy ạ
Laptop Lenovo Legion 5 15IAX10 83F0003CVN,"Intel Core Ultra 7 255HX, 20 lõi (8P + 12E) / 20 luồng, Max Turbo up to 5.2GHz, 30MB","2 khe (2x 16GB, tối đa 32GB)","NVIDIA GeForce RTX 5060 8GB GDDR7, Boost Clock 2497MHz, TGP 115W, 572 AI TOPS",1TB SSD M.2 2242 PCIe 4.0x4 NVMe,15.1 inches,2560 x 1600 (WQXGA),"Độ sáng 500nits
Độ phủ màu 100% DCI-P3
Dolby Vision
DisplayHDR True Black 600","80Wh, 245W Slim Tip (3-pin)","Windows 11 Home Single Language, English + Office Home 2024 + Lenovo AI Now",Đen,46.990.000₫,,
Laptop Lenovo Yoga 7 2-in-1 14IML9 83DJ00H9VN,"Intel Core Ultra 7 155H, 16 lõi (6P + 8E + 2LPE) / 22 luồng, Max Turbo up to 4.8GHz, 24MB",Không nâng cấp,Intel Arc Graphics,1TB SSD M.2 2242 PCIe 4.0x4 NVMe,14 inches,2880 x 1800 pixels,"Độ sáng 400nits
Chống vân tay
Độ phủ màu 100% DCI-P3
Dolby Vision
DisplayHDR True Black 500
TÜV Low Blue Light","71Wh, 65W USB-C (3-pin)","Windows 11 Home Single Language, English + Microsoft 365 Basic + Office Home 2024",Xám,32.990.000₫,,
Laptop Lenovo IdeaPad Slim 3 14ARP10 83K6000AVN,"AMD Ryzen 5 7533HS (6 lõi / 12 luồng, 3.3 / 4.45GHz, 3MB L2 / 16MB L3)","2 khe (8GB Onboard + 8GB SO-DIMM DDR5-4800, tối đa 24GB (8GB + 16GB))",AMD Radeon 660M Graphics,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x SSD M.2 • SSD M.2 2242 lên đến 1TB)",14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 45% NTSC","60Wh, 65W Round Tip (3-pin)","Windows 11 Home Single Language, English",Xám,14.990.000₫,5 sao/ (1 đánh giá),"Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | Review sơ về trải nghiệm của mình:"
Laptop Lenovo IdeaPad Slim 3 15ABR8 82XM00MCVN,"AMD Ryzen 7 5825U (8 lõi / 16 luồng, 2.0 / 4.5GHz, 4MB L2 / 16MB L3)",Onboard (Không nâng cấp),AMD Radeon Graphics,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Một ổ đĩa, tối đa 1TB M.2 2242 SSD)",15.6 inches,1920 x 1080 pixels (FullHD),Màn hình chống chói,47Wh (Đầu tròn 65W (3 chân)),"Windows 11 Home Single Language, English",Xám,14.490.000₫,5 sao/ (1 đánh giá),"Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | hài lòng về giá cả và nhân viên nhiệt tình"
Laptop Lenovo IdeaPad Slim 3 14IAH8 83EQ0005VN,"Intel Core i5-12450H (8 lõi (4P + 4E) / 12 luồng, P-core 2.0 / 4.4GHz, E-core 1.5 / 3.3GHz, 12MB)",LPDDR5-4800 Onboard,Intel UHD Graphics,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (có thể tháo ra nâng cấp tối đa 1TB M.2 2242 SSD),14 inches,1920 x 1080 pixels (FullHD),"Độ sáng 300nits
Màn hình chống chói",47Wh,Windows 11 Home,Xám,13.990.000₫,5 sao/ (8 đánh giá),"Sản phẩm dùng tốt hàng chính hãng || Sản phẩm dùng tốt hàng chính hãng || Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | trải nghiệm tuyệt vời || Dịch vụ chu đáo || Dịch vụ chu đáo"
Laptop Lenovo Yoga 7 2-IN-1 14IML9 83DJ00H8VN,"Intel Core Ultra 5 125H, 14 lõi (4P + 8E + 2LPE) / 18 luồng, Max Turbo up to 4.5GHz, 18MB",Không nâng cấp,Intel Arc Graphics,"1TB SSD M.2 2242 PCIe 4.0x4 NVMe (Một ổ đĩa, tối đa 1TB M.2 2242 SSD)",14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 400nits Bóng/Chống vân tay
Độ phủ màu 100% DCI-P3
Dolby Vision
TÜV Low Blue Light
DisplayHDR True Black 500",71Wh (65W USB-C (3-pin)),"Windows 11 Home Single Language, English + Microsoft 365 Basic + Office Home 2024",Xám,26.490.000₫,,
Laptop Lenovo ThinkPad E14 Gen 7 21T90021VA,"Intel Core 7 240H, 10 lõi (6P + 4E) / 16 luồng, P-core 2.5 / 5.2GHz, E-core 1.8 / 4.0GHz, 24MB","2 khe (1x 16GB, nâng cấp tối đa 64GB)",Intel Graphics,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe Opal 2.0, tối đa 1TB",14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 45% NTSC","48Wh, 65W USB-C (3-pin)",Free OS,Đen,23.990.000₫,,
Laptop Lenovo IdeaPad Slim 3 OLED 15IRH10 83K1002NVN,"Intel Core i5-13420H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB","2 khe (8GB Soldered DDR5-4800 + 16GB SO-DIMM DDR5-4800, tối đa 24GB)",Intel UHD Graphics,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD • M.2 2242 SSD lên đến 1TB)",15.1 inches,2560 x 1600 (WQXGA),"Độ sáng 500nits Glossy
Độ phủ màu 100% DCI-P3
DisplayHDR True Black 600","60Wh
Đầu tròn 65W (3 chân)","Windows 11 Home Single Language, English",Xám,19.490.000₫,,
Laptop Lenovo Yoga Slim 7 14ILL10 83JX0036VN,"Intel Core Ultra 7 258V, 8 lõi (4P + 4LPE) / 8 luồng, Max Turbo up to 4.8GHz, 12MB",Không nâng cấp,Intel Arc Graphics 140V,1TB SSD M.2 2242 PCIe 4.0x4 NVMe,14 inches,2880 x 1800 pixels,"Độ sáng 1100 nits (cao nhất) / 500 nits (trung bình)
Độ phủ màu 100% DCI-P3
Eyesafe
Dolby Vision
DisplayHDR True Black 1000
X-Rite
PureSight Pro","70Wh, 65W USB-C Slim (2-pin, Wall-mount)","Windows 11 Home Single Language, English + Microsoft 365 Basic + Office Home 2024 + Lenovo AI Now",Xám,35.990.000₫,,
Laptop Lenovo V15 G4 IRU 83A100FYVN,"Intel Core i5-13420H, 8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB","Máy nguyên bản 8GB, được tặng 8GB, nâng cấp tối đa 16GB",Intel UHD Graphics,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (up to 1TB),15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 45% NTSC",38Wh,Windows 11 Home Single Language,Xám,13.990.000₫,5 sao/ (2 đánh giá),"Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | Quá tuyệt vời sẽ quay lại || Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | Sản phẩm dùng tốt. Nhân vien tu van tot"
Laptop Lenovo IdeaPad Slim 3 14ARP10 83K6005VVN,"AMD Ryzen 5 7535HS (6 lõi / 12 luồng, 3.3 / 4.55GHz, 3MB L2 / 16MB L3)","2 khe (8GB Onboard + 8GB SODIMM DDR5-4800, nâng cấp tối đa 24GB (8GB + 16GB))",AMD Radeon 660M Graphics,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x SSD M.2, nâng cấp lên đến 1TB)",14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 45% NTSC","50Wh, 65W Round Tip (3-pin)","Windows 11 Home Single Language, English",Xám,15.690.000₫,,
Laptop Lenovo LOQ 15ARP9 83JC00HXVN,"AMD Ryzen 5 7235HS (4 lõi / 8 luồng, 3.2 / 4.2GHz, 2MB L2 / 8MB L3)","2 khe (1x 12GB, nâng cấp tối đa 32GB DDR5-4800)","NVIDIA GeForce RTX 3050 6GB GDDR6, Boost Clock 1732MHz, TGP 95W","512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD • M.2 2242 SSD tối đa 1TB mỗi ổ)",15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 100% sRGB
G-SYNC",60Wh (Đầu mỏng 170W (3 chân)),"Windows 11 Home Single Language, English",Xám,20.490.000₫,,
Laptop Lenovo Yoga Slim 7 15ILL9 83HM000GVN,"Intel Core Ultra 7 258V, 8C (4P + 4LPE) / 8T, Max Turbo up to 4.8GHz, 12MB",Onboard,Intel Arc Graphics 140V,"1TB SSD M.2 2242 PCIe 4.0x4 NVMe (1 ổ đĩa, tối đa 1TB)",15.3 inches,2880 x 1800 pixels,"Độ sáng 500nits / Chống vân tay
Độ phủ màu 100% DCI-P3, 100% sRGB
Eyesafe
Dolby Vision
DisplayHDR 400","70Wh
65W USB-C (3-pin)","Windows 11 Home Single Language, English + Office Home & Student 2021",Xám,40.290.000₫,,
Laptop Lenovo IdeaPad Slim 3 15ABR8 82XM00EHVN,"AMD Ryzen 7 7730U (8 lõi / 16 luồng, 2.0 / 4.5GHz, 4MB L2 / 16MB L3)",DDR4-3200 Onboard,AMD Radeon Graphics,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (One drive, up to 1TB M.2 2242 SSD)",15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 300nits
Màn hình chống chói",47Wh,Windows 11 Home Single Language,Xám,14.290.000₫,5 sao/ (3 đánh giá),"Rất ok || Rất ok || Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | chất lượng tốt, sản phẩm tuyệt vời"
Laptop Lenovo Legion Pro 5 16IAX10 83F3002GVN,"Intel Core Ultra 9 275HX, 24 lõi (8P + 16E) / 24 luồng, Max Turbo up to 5.4GHz, 36MB","2 khe (2x 16GB, tối đa 32GB)","NVIDIA GeForce RTX 5070 8GB GDDR7, Boost Clock 2347MHz, TGP 115W, 798 AI TOPS",1TB SSD M.2 2242 PCIe 4.0x4 NVMe,16 inches,2560 x 1600 (WQXGA),"Độ sáng 500nits
Độ phủ màu 100% DCI-P3
DisplayHDR True Black 1000
Dolby Vision
G-SYNC
Ánh sáng xanh thấp
Hiệu suất chơi game cao
Không nhấp nháy","80Wh, 245W Slim Tip (3-pin)","Windows 11 Home Single Language, English + Office Home 2024 + Lenovo AI Now",Đen,55.990.000₫,,
Laptop Lenovo IdeaPad Flex 5 14ABR8 82XX00DMVN,"AMD Ryzen 5 7430U (6 lõi / 12 luồng, 2.3 / 4.3GHz, 3MB L2 / 16MB L3)",Không nâng cấp,AMD Radeon Graphics,"Ổ cứng SSD 512GB M.2 2242 PCIe 4.0x4 NVMe (Một ổ đĩa, tối đa 1TB M.2 2242 SSD, Một khe cắm M.2 2242 PCIe 3.0 x4)",14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits
Độ phủ màu 45% NTSC
TÜV Low Blue Light",52.5Wh,"Windows 11 Home Single Language, English",Xám,15.990.000₫,,
Laptop Lenovo ThinkPad L16 Gen 2 21SA000GVA,"Intel Core Ultra 5 225U, 12 lõi (2P + 8E + 2LPE) / 14 luồng, Max Turbo up to 4.8GHz, 12MB","2 khe (1 x 16GB, nâng tối đa 64GB DDR5-5600)",Intel Graphics,"1TB SSD M.2 2280 PCIe 4.0x4 NVMe Opal 2.0 (Một ổ đĩa, SSD M.2 2280 lên đến 2TB)",16 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 400nits
Màn hình chống chói
Độ phủ màu 45% NTSC","46.5Wh, 65W USB-C (3-pin)",Free OS,Đen,23.590.000₫,,
Laptop Lenovo Legion 5 15IAX10 83F0003BVN,"Intel Core Ultra 7 255HX, 20 lõi (8P + 12E) / 20 luồng, Max Turbo up to 5.2GHz, 30MB","2 khe (2x 16GB, tối đa 32GB)","NVIDIA GeForce RTX 5070 8GB GDDR7, Boost Clock 2347MHz, TGP 115W, 798 AI TOPS",1TB SSD M.2 2242 PCIe 4.0x4 NVMe,15.1 inches,2560 x 1600 (WQXGA),"Độ sáng 500nits
Độ phủ màu 100% DCI-P3
Dolby Vision
DisplayHDR True Black 600","80Wh, 245W Slim Tip (3-pin)","Windows 11 Home Single Language, English + Office Home 2024 + Lenovo AI Now",Đen,51.990.000₫,,
Laptop Lenovo IdeaPad 3 14ITL6 82H701QVVN,"Intel Core i7-1165G7 (4 lõi / 8 luồng, 2.8 / 4.7GHz, 12MB)",2 khe nâng cấp tối đa 16GB (8GB Onboard + 8GB SO-DIMM),Intel Iris Xe Graphics,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,14 inches,1920 x 1080 pixels (FullHD),"Màn hình chống chói
Độ sáng 300nits",45Wh,Windows 11 Home Single Language,Xám,14.490.000₫,,
